calculate_winner,calculate_winner_range,calculate_home_wins_percentage_home,calculate_away_wins_percentage_away,calculate_wins_percentage_overall_home,calculate_wins_percentage_overall_away,calculate_average_home_points_home,calculate_average_away_points_away,points_in_paint_home,points_in_paint_away,average_points_home,average_points_away,calculate_average_home_allowed_points_home,calculate_average_away_allowed_points_away,average_fouls_home,average_fouls_away,fast_break_points_home,fast_break_points_away,average_steals_home,average_steals_away,average_blocks_home,average_blocks_away,average_technical_fouls_home,average_technical_fouls_away,consecutive_away_games_home,consecutive_away_games_away,average_possessions_home,average_possessions_away,average_home_possessions_home,average_away_possessions_away,home_offensive_rating_home,away_offensive_rating_away
310129016,1,3,0.36,0.21,0.22,0.28,107.45,98.17,12.57,20.43,103.22,99.62,107.05,106.42,23.39,21.72,17.22,16.45,7.48,7.23,5.63,3.98,0.72,0.91,1,0,101.90,97.01,101.68,96.72,105.67,101.50
300102011,1,2,0.40,0.19,0.29,0.21,97.53,96.44,13.52,14.94,97.06,94.97,99.87,108.19,24.39,21.68,15.16,16.94,6.74,7.79,5.84,3.47,1.00,0.91,0,0,100.03,99.32,99.06,99.76,98.46,96.67
300102014,0,-2,0.56,0.07,0.53,0.40,95.89,87.80,9.17,13.73,96.80,91.70,93.50,95.33,21.37,20.87,15.87,18.67,6.57,7.77,5.33,4.57,0.97,0.97,2,1,93.78,95.74,93.93,94.71,102.09,92.70
300102015,1,1,0.56,0.56,0.40,0.56,102.81,98.44,9.87,14.12,97.27,98.34,100.31,97.38,23.47,21.66,17.90,17.12,6.67,7.75,4.17,5.81,0.80,0.66,2,0,98.65,96.10,98.86,97.48,104.00,100.98
310129024,1,2,0.92,0.36,0.85,0.46,105.42,105.64,15.59,15.40,104.28,105.31,94.65,108.24,18.54,20.50,16.30,16.62,8.07,7.06,4.87,4.94,0.61,0.62,3,1,96.46,99.39,96.41,99.80,109.35,105.85
300102017,0,-2,0.13,0.68,0.09,0.76,90.40,100.63,13.31,12.56,90.22,100.50,99.93,95.32,20.69,20.62,15.31,15.76,7.84,7.06,5.25,5.71,0.41,1.12,0,0,96.16,94.33,96.14,96.51,94.03,104.27
271201003,1,1,0.43,0.43,0.65,0.69,96.00,98.57,-1.00,-1.00,95.94,102.19,94.14,97.57,19.71,22.75,11.18,15.81,7.76,5.81,3.76,5.38,0.59,0.69,1,0,110.44,111.03,107.35,112.02,89.43,87.99
300102021,0,-3,0.87,0.31,0.64,0.48,115.40,104.06,14.36,16.61,110.00,103.35,103.20,109.50,20.94,20.68,15.52,17.32,6.03,7.68,4.30,4.61,1.09,0.58,0,1,98.93,98.49,98.97,99.25,116.60,104.85
300102022,1,3,0.71,0.17,0.62,0.29,99.41,104.50,7.50,23.58,96.50,107.42,93.47,112.72,21.15,23.61,14.59,22.81,5.65,9.94,4.62,4.58,0.76,0.87,0,1,91.71,105.49,90.91,104.72,109.35,99.79
300102023,0,-2,0.65,0.69,0.44,0.69,108.47,101.06,14.50,14.19,104.16,100.94,105.82,95.19,22.59,19.66,16.75,15.66,7.03,7.41,4.28,6.31,0.47,0.66,1,2,99.49,96.23,101.70,96.27,106.66,104.98
231108005,1,2,0.00,0.50,0.00,0.60,89.00,89.00,-1.00,-1.00,88.40,89.80,93.00,78.00,22.60,21.40,5.20,5.20,6.00,10.20,6.40,5.60,0.40,0.40,1,0,112.85,109.75,114.72,106.11,77.58,83.88
300102026,0,-2,0.75,0.41,0.56,0.62,104.81,100.65,13.25,16.31,99.81,106.91,97.25,101.12,21.81,22.62,17.56,18.41,7.09,8.50,4.34,5.38,0.34,0.88,2,1,96.59,99.34,96.04,97.02,109.13,103.74
300102027,0,-2,0.38,0.45,0.33,0.63,102.00,98.55,13.30,12.27,99.37,102.43,102.46,97.27,22.53,20.60,14.80,14.57,7.00,6.27,5.27,5.17,0.87,0.47,0,0,98.74,95.08,97.60,94.57,104.51,104.21
320424002,1,2,0.71,0.58,0.58,0.72,92.77,98.42,34.94,42.91,92.14,99.44,85.32,95.81,20.09,19.48,11.98,14.03,7.39,8.92,5.45,5.38,1.08,0.70,1,0,108.32,110.24,108.33,111.55,85.64,88.23
261103001,1,2,0,1.00,0.00,1.00,0,118.00,11.00,30.00,75.00,118.00,0,117.00,24.00,42.00,13.00,15.00,9.00,6.00,4.00,7.00,0.00,3.00,1,1,89.45,119.10,0,119.10,0.0,99.08
400490008,0,-1,0.83,0.41,0.70,0.50,105.22,105.46,13.12,15.64,102.77,106.65,97.36,105.89,19.55,18.31,16.76,15.57,8.93,8.72,4.62,3.46,0.59,0.42,0,0,94.11,101.38,93.98,101.01,111.96,104.41
400278217,1,3,0.83,0.35,0.53,0.50,104.92,96.10,18.12,15.71,101.44,98.38,95.42,101.05,20.59,21.79,17.56,17.50,8.06,7.94,6.71,6.47,0.62,0.59,0,1,97.13,95.54,96.59,94.85,108.62,101.32
320211015,0,-1,0.64,0.58,0.46,0.59,99.82,89.67,39.31,36.44,95.50,92.70,96.55,90.50,19.77,18.63,12.27,8.26,8.04,6.48,5.08,4.11,1.08,1.26,2,0,111.11,108.57,108.93,109.72,91.64,81.73
400828038,1,2,0.00,0.50,0.11,0.56,104.33,101.50,34.44,45.11,99.44,97.89,111.67,100.00,22.44,18.78,12.22,9.22,7.11,8.00,6.22,3.33,0.56,0.44,5,5,103.61,99.85,104.99,99.02,99.37,102.50
300228001,1,1,0.76,0.39,0.63,0.52,104.52,94.71,16.32,10.50,101.39,98.05,96.07,96.03,19.96,22.64,17.16,16.91,7.35,6.84,5.23,4.67,0.58,0.71,0,2,94.68,97.34,95.29,97.28,109.69,97.36
271201015,0,-3,0.86,0.50,0.50,0.64,100.43,99.75,-1.00,-1.00,95.71,98.29,94.86,98.25,21.57,20.21,8.93,10.86,6.21,7.00,5.64,5.29,0.71,0.93,2,0,111.98,107.40,111.75,108.55,89.87,91.89
241218004,1,2,0.36,0.45,0.29,0.55,91.09,96.36,6.86,5.55,90.38,94.00,92.64,98.82,24.57,22.59,15.24,14.14,6.95,8.86,4.00,5.45,1.05,0.82,0,0,96.32,93.43,96.53,94.41,94.36,102.07
241218005,0,-2,0.90,0.36,0.61,0.45,103.00,105.09,7.30,11.68,95.96,100.59,89.60,103.18,23.48,23.82,17.22,17.91,8.30,8.05,5.52,5.05,0.96,0.95,1,0,95.05,98.85,96.53,101.96,106.70,103.07
241218006,1,3,0.54,0.20,0.62,0.17,100.23,86.40,8.54,6.96,98.96,88.91,98.15,99.60,22.75,25.39,16.75,15.26,9.04,8.26,5.75,3.70,0.67,1.13,0,0,97.52,95.22,98.11,94.73,102.16,91.21
241218008,0,-1,0.78,0.33,0.55,0.50,88.78,87.25,7.55,8.23,89.50,90.91,87.56,89.92,22.59,20.82,15.68,14.23,7.45,8.00,5.82,6.09,0.86,0.68,0,3,91.80,93.37,93.01,94.24,95.45,92.58
261103013,1,1,1.00,0,1.00,0.00,114.00,0,18.00,24.00,112.00,106.00,106.00,0,24.50,25.00,22.50,23.00,8.50,9.00,2.50,4.00,1.50,0.00,1,0,102.94,97.50,103.40,0,110.25,0.0
241218019,1,3,0.78,0.40,0.59,0.57,103.33,95.00,13.09,11.09,100.91,95.00,98.33,98.30,23.86,22.65,14.73,18.00,7.50,9.00,6.41,6.04,0.77,0.83,6,6,99.55,97.26,101.44,97.33,101.86,97.61
300228006,1,2,0.68,0.37,0.64,0.53,101.14,100.10,15.25,14.85,100.92,99.83,99.00,104.27,19.12,19.66,15.76,16.81,7.27,7.54,5.59,3.66,0.71,0.66,1,0,95.92,96.25,95.77,96.35,105.61,103.89
270316006,1,1,0.88,0.31,0.83,0.30,103.85,97.03,13.16,11.47,100.92,96.69,91.97,100.75,22.27,24.17,17.13,17.16,6.95,7.03,5.10,4.81,1.08,0.86,0,0,93.39,96.93,93.62,97.65,110.93,99.37
241218024,1,3,0.91,0.18,0.79,0.30,98.00,90.27,8.83,9.26,95.62,93.13,83.27,99.73,20.71,24.35,15.75,15.22,7.50,7.39,6.62,5.04,0.29,0.57,1,3,93.11,99.06,93.30,98.57,105.04,91.58
270316009,1,3,0.70,0.29,0.45,0.44,108.42,93.06,19.92,8.70,104.86,96.33,102.33,97.65,22.94,21.41,20.29,15.29,8.79,6.62,6.02,4.24,0.89,1.11,0,0,102.47,95.67,102.17,93.96,106.12,99.04
270316013,1,1,0.65,0.35,0.51,0.41,105.48,92.48,9.26,6.20,102.28,94.42,102.35,99.74,23.02,23.64,16.97,15.23,7.31,6.95,5.00,4.77,1.20,0.95,1,0,98.56,93.45,99.74,94.55,105.75,97.81
241218030,1,1,0.56,0.40,0.26,0.48,98.56,89.00,6.05,4.22,94.84,87.43,99.33,90.40,24.89,23.09,16.32,13.61,8.47,6.35,5.37,4.43,0.58,0.57,0,0,98.19,91.48,97.71,91.09,100.87,97.71
270316018,0,-1,0.55,0.28,0.45,0.44,102.94,92.88,9.52,12.23,99.44,93.52,102.32,97.09,23.61,20.56,15.19,15.39,6.61,6.45,3.20,4.30,1.08,1.28,2,0,96.69,94.47,98.03,95.49,105.01,97.27
251218003,1,2,0.50,0.73,0.43,0.83,90.40,96.82,12.43,10.00,91.74,96.87,90.40,92.27,22.13,20.78,14.09,15.30,7.57,6.13,3.35,6.04,0.96,0.57,0,0,94.20,93.99,94.92,94.31,95.24,102.66
270316020,1,1,0.50,0.56,0.38,0.67,95.53,100.72,13.94,9.22,95.22,102.20,95.19,99.97,20.54,25.81,17.45,16.69,7.52,7.25,5.05,4.23,0.66,0.84,0,2,95.31,96.24,95.09,97.09,100.46,103.74
270316021,0,-3,0.81,0.69,0.78,0.65,110.22,95.53,16.75,10.67,110.67,96.10,100.25,91.78,20.52,20.84,17.70,16.11,6.55,6.90,4.81,5.78,0.88,1.11,1,4,99.85,91.33,99.01,91.55,111.32,104.35
291222006,0,-1,0.71,0.47,0.71,0.59,101.86,93.87,14.32,7.86,101.61,96.38,98.50,93.20,19.93,21.28,15.82,14.48,7.61,5.62,6.25,4.86,0.64,0.79,0,2,96.38,92.06,96.86,93.02,105.16,100.91
291222010,1,2,0.64,0.42,0.59,0.44,101.82,99.08,15.85,13.56,101.30,95.52,99.36,99.25,21.52,20.48,17.33,15.22,7.74,7.67,4.00,6.22,0.52,0.63,0,4,97.87,95.11,97.11,94.96,104.85,104.34
310326015,0,-2,0.51,0.57,0.41,0.73,92.00,96.60,10.01,13.62,91.59,98.54,90.05,93.06,20.79,20.37,16.69,16.07,7.42,7.18,4.90,5.76,0.77,0.75,1,0,93.52,94.53,92.76,94.53,99.18,102.19
280315015,0,-3,0.53,0.73,0.35,0.80,99.09,101.23,-1.00,-1.00,96.23,100.72,100.03,93.03,21.51,22.61,10.23,10.95,6.52,8.55,4.52,4.64,0.72,1.34,0,0,113.10,110.94,111.78,111.09,88.65,91.12
271130026,1,3,0.86,0.50,0.69,0.60,109.57,105.83,-1.00,-1.00,106.06,106.67,92.86,104.33,23.50,22.13,11.31,13.07,9.62,8.73,4.44,4.27,0.50,0.47,3,0,117.96,118.72,117.16,117.54,93.52,90.04
270316030,0,-2,0.47,0.26,0.37,0.45,96.38,91.42,9.17,7.45,96.05,94.58,98.03,98.52,24.95,22.75,15.77,15.66,7.49,7.27,4.83,5.84,1.20,1.06,0,2,97.14,94.54,96.36,93.44,100.02,97.84
291222016,0,-3,0.21,0.58,0.18,0.73,92.93,98.25,15.75,18.58,94.36,105.27,101.71,95.42,21.50,20.62,17.61,18.08,8.11,7.81,3.25,5.88,0.96,0.35,1,1,99.25,95.99,99.09,94.20,93.78,104.30
291222018,1,2,0.43,0.17,0.37,0.38,103.57,90.83,9.44,12.77,102.11,91.23,104.93,104.08,22.11,19.96,18.04,15.00,7.81,6.81,4.37,6.12,0.56,1.04,0,0,99.22,95.78,99.20,94.79,104.41,95.82
400278220,1,3,0.83,0.07,0.71,0.13,106.17,84.87,13.13,12.84,103.10,89.45,96.89,95.47,19.10,20.94,17.74,16.23,8.13,7.48,4.77,4.84,0.45,0.68,0,0,94.82,96.34,95.06,95.35,111.69,89.01
251218006,1,2,0.75,0.50,0.74,0.57,99.42,92.30,12.70,9.19,98.83,92.90,92.58,90.40,23.83,22.24,13.39,14.86,7.48,6.52,6.13,6.24,0.65,0.90,0,0,92.51,91.29,90.50,92.09,109.86,100.23
320320010,1,1,0.73,0.39,0.52,0.62,99.59,93.26,41.00,41.42,97.65,95.24,93.73,97.30,20.30,17.87,13.24,9.18,7.26,6.11,4.70,5.44,0.63,1.20,2,0,110.75,110.10,110.25,109.02,90.33,85.54
291222027,1,2,0.36,0.23,0.32,0.26,102.09,100.46,13.36,19.07,98.76,97.59,102.18,103.62,22.12,20.67,14.80,16.67,6.96,8.44,5.44,5.81,0.80,0.74,4,0,98.26,94.80,97.81,96.59,104.38,104.01
291222029,1,2,0.62,0.20,0.44,0.27,100.15,103.53,16.33,22.73,101.67,106.42,98.08,111.73,20.74,23.65,16.70,22.58,7.78,9.96,4.78,4.31,0.59,0.85,0,0,97.71,105.47,96.27,104.83,104.03,98.76
291222030,1,2,0.69,0.21,0.38,0.41,96.31,93.36,12.85,11.70,91.35,93.26,91.15,99.43,21.08,23.74,19.15,17.67,8.12,7.00,4.42,3.85,0.85,0.63,1,0,95.65,92.38,96.92,91.84,99.37,101.66
300228013,1,1,0.84,0.50,0.75,0.67,104.69,103.46,11.41,15.41,102.66,107.71,95.16,102.86,19.37,22.47,16.78,18.55,7.58,8.53,4.92,5.02,1.03,0.84,0,0,97.72,99.58,98.38,97.92,106.41,105.66
320320018,1,3,0.57,0.33,0.47,0.33,99.70,89.04,41.64,37.87,97.76,90.96,95.09,95.75,21.24,24.36,13.29,10.67,9.60,7.02,4.33,5.07,1.24,0.53,1,4,115.07,109.12,116.04,110.07,85.92,80.89
241120003,0,-1,0.00,0.33,0.00,0.57,91.40,91.00,5.14,4.00,91.43,97.14,98.60,92.67,21.86,22.29,13.14,12.43,6.00,5.14,2.86,4.57,1.00,1.00,0,1,91.71,93.96,92.11,94.05,99.23,96.76
320320022,0,-3,0.67,0.38,0.47,0.45,103.57,94.62,39.38,39.64,97.11,97.55,93.33,97.71,19.98,19.64,10.51,12.77,8.33,8.23,5.20,4.84,0.71,0.86,7,1,110.06,110.68,110.93,112.29,93.37,84.26
320320023,1,2,0.57,0.45,0.36,0.58,100.81,90.45,45.56,45.30,97.02,95.07,102.00,93.05,19.49,19.84,17.69,17.14,8.18,10.19,4.47,5.28,0.78,0.84,0,0,112.84,111.09,112.64,109.52,89.50,82.59
251114009,1,3,0.67,0.00,0.57,0.60,97.67,99.00,12.29,8.00,93.71,98.20,90.67,100.00,23.71,25.20,13.14,16.40,6.29,6.40,5.71,4.20,0.71,1.00,1,0,97.74,101.42,96.08,99.88,101.65,99.12
320320026,1,2,0.74,0.68,0.51,0.76,100.26,99.68,50.00,41.78,97.71,102.71,94.30,97.27,22.07,20.22,16.87,16.44,8.49,7.53,5.53,7.96,0.60,1.02,1,0,110.18,113.57,111.75,113.77,89.72,87.62
241120005,1,3,0.75,0.00,0.62,0.14,105.50,87.00,4.75,3.43,99.38,94.57,95.00,96.50,24.25,27.00,14.50,15.71,6.75,7.29,6.50,5.29,0.62,0.57,1,0,98.27,98.33,100.98,96.03,104.48,90.60
261103024,0,-2,0,0,1.00,1.00,0,0,8.00,8.00,97.00,97.00,0,0,16.00,25.00,16.00,13.00,6.00,4.00,5.00,4.00,1.00,0.00,1,0,91.58,93.25,0,0,0.0,0.0
280212004,0,-2,0.43,0.71,0.40,0.69,96.48,99.04,-1.00,-1.00,94.82,100.18,97.74,95.04,21.08,18.86,9.96,13.90,7.62,7.65,4.98,4.00,0.58,0.73,6,0,115.90,110.91,117.28,112.53,82.26,88.01
251114026,0,-2,0.50,0.25,0.57,0.17,90.50,93.00,6.43,7.83,92.43,88.00,89.50,97.50,26.86,27.67,13.14,16.00,5.57,8.17,7.00,3.50,0.43,1.33,4,3,94.59,97.98,96.51,99.43,93.77,93.53
280212011,0,-2,0.42,0.77,0.41,0.81,103.12,99.36,-1.00,-1.00,103.08,99.52,104.62,91.50,24.10,21.88,13.39,10.12,7.73,8.85,5.02,4.33,1.57,1.40,0,0,121.22,110.30,119.88,110.86,86.02,89.63
251114029,1,2,0.67,0.50,0.57,0.50,95.00,89.25,7.86,12.83,90.29,96.83,90.67,91.75,21.29,24.33,15.43,17.83,7.29,9.00,5.29,3.33,0.14,1.17,3,3,91.72,100.12,93.30,98.56,101.82,90.55
280212014,0,-1,0.20,0.43,0.18,0.62,93.44,103.78,-1.00,-1.00,92.66,106.68,100.12,107.70,20.82,21.08,10.40,17.32,7.22,9.34,4.40,6.98,1.10,1.10,0,1,110.63,121.27,111.75,120.38,83.62,86.21
251218013,0,-1,0.50,0.46,0.57,0.41,101.30,91.46,8.70,6.77,96.65,89.00,99.90,92.46,24.35,23.45,16.39,13.09,7.17,6.68,4.57,4.23,0.96,0.91,0,5,95.05,91.00,96.28,90.94,105.21,100.57
280212017,1,1,0.42,0.08,0.43,0.20,91.85,92.00,-1.00,-1.00,93.71,93.39,96.12,102.08,22.69,23.55,12.65,8.04,6.33,7.51,4.65,3.84,1.00,0.73,0,0,112.79,115.36,112.73,116.44,81.48,79.01
400490009,0,-1,0.45,0.50,0.43,0.52,100.37,100.95,8.93,15.99,98.58,100.88,99.82,101.13,22.07,20.60,15.16,17.00,7.55,8.25,4.54,4.67,0.75,0.43,0,0,93.80,97.91,94.61,98.20,106.09,102.80
250131001,1,1,0.26,0.39,0.19,0.56,93.04,96.17,9.90,15.28,90.50,100.30,99.04,100.78,24.38,23.42,15.00,14.93,8.05,7.51,4.21,5.44,0.88,1.00,1,1,94.92,98.44,95.40,97.58,97.53,98.56
250131002,0,-1,0.67,0.48,0.48,0.53,100.52,94.10,12.93,6.78,100.86,91.93,95.95,95.24,23.77,22.84,17.57,13.22,8.27,6.38,5.09,4.27,1.00,0.80,1,1,98.31,93.74,96.87,93.28,103.77,100.88
250131003,0,-2,0.32,0.45,0.19,0.56,90.37,96.27,7.86,9.18,87.05,93.98,95.26,95.09,22.49,24.07,13.49,16.29,6.77,8.02,3.49,6.33,0.65,0.71,1,0,92.41,91.99,91.92,93.16,98.31,103.34
280212029,1,2,0.33,0.30,0.26,0.47,103.78,97.00,-1.00,-1.00,100.34,100.59,106.52,103.43,19.28,22.18,14.54,11.16,5.72,8.08,5.22,4.02,0.36,0.92,2,1,115.63,116.68,116.92,116.22,88.76,83.46
320229020,0,-1,0.68,0.67,0.60,0.79,93.37,100.17,38.34,42.47,94.11,102.68,83.53,97.94,17.89,20.74,15.51,16.79,8.71,7.85,4.89,7.88,0.57,1.09,4,0,103.44,114.32,101.31,114.60,92.16,87.41
301118019,1,3,0.71,0.50,0.70,0.55,103.86,106.00,8.30,17.18,97.90,107.09,90.57,110.33,18.80,21.00,14.60,16.27,6.50,7.18,5.20,4.27,1.80,1.18,0,1,94.63,99.62,96.26,97.30,107.90,108.94
250131012,1,2,0.62,0.30,0.48,0.42,98.04,93.60,6.27,7.93,94.57,95.30,94.58,99.95,22.20,22.60,14.32,14.67,7.39,8.23,5.36,3.79,0.64,0.37,0,1,94.37,95.31,96.04,97.04,102.08,96.46
301118022,1,1,0.75,0.33,0.58,0.55,102.25,100.67,12.08,12.55,98.83,105.82,90.25,104.17,21.67,21.73,17.42,15.36,8.50,7.82,4.75,3.18,1.17,1.73,3,0,93.48,100.70,94.38,100.17,108.34,100.50
310308001,0,-2,0.62,0.68,0.59,0.70,96.55,100.06,14.35,11.59,95.87,101.84,96.48,96.26,19.16,18.98,14.70,15.34,6.08,7.31,4.13,5.23,0.65,0.91,0,1,93.33,94.66,93.61,94.05,103.14,106.39
240104012,1,1,0.56,0.50,0.45,0.72,99.61,103.75,-1.00,-1.00,97.14,101.97,97.83,104.17,22.93,21.72,3.72,5.17,7.21,8.45,4.76,4.59,0.79,1.31,0,1,114.09,114.02,113.88,114.60,87.47,90.53
250131025,0,-3,0.76,0.59,0.71,0.78,105.81,95.00,7.93,10.59,100.93,96.87,97.62,87.77,24.64,20.26,14.81,15.48,6.95,7.43,3.74,6.54,1.19,0.33,3,0,93.09,92.14,93.70,92.72,112.92,102.46
240104018,0,-2,0.50,0.53,0.41,0.56,92.19,89.33,-1.00,-1.00,89.74,88.69,92.12,90.33,23.71,20.62,3.44,6.12,7.15,9.22,4.91,4.22,0.65,0.75,0,0,110.10,107.61,110.94,106.18,83.10,84.13
240104023,1,3,0.89,0.57,0.73,0.53,105.33,97.36,-1.00,-1.00,104.53,96.07,93.22,97.86,20.97,20.93,4.80,4.93,8.13,9.20,4.43,5.67,0.87,0.97,1,0,112.08,110.73,112.83,113.17,93.35,86.03
240104027,0,-1,0.38,0.29,0.30,0.50,88.38,91.88,-1.00,-1.00,88.60,95.03,90.46,93.82,21.00,20.47,5.43,5.59,9.43,6.78,5.23,5.66,0.67,0.28,0,0,112.83,109.25,110.91,109.25,79.69,84.10
240104028,1,2,0.64,0.19,0.52,0.36,88.71,91.62,-1.00,-1.00,85.58,93.76,88.00,100.44,20.55,22.85,4.68,4.76,6.65,9.09,5.00,5.36,0.84,0.88,0,2,106.38,110.06,106.12,110.28,83.59,83.08
400278223,0,-2,0.59,0.36,0.47,0.54,101.41,99.55,11.41,18.00,102.81,101.69,95.88,101.59,19.41,20.63,17.00,17.57,7.44,8.03,5.69,6.71,0.69,0.60,1,0,97.27,97.23,95.80,97.43,105.86,102.18
290108006,1,1,0.65,0.29,0.62,0.39,100.94,101.35,15.76,11.06,99.56,103.94,99.12,106.47,18.68,20.15,14.56,18.09,6.97,7.45,5.38,2.21,0.59,0.73,0,1,95.19,101.94,95.49,101.54,105.71,99.81
400828694,1,2,0.32,0.35,0.26,0.42,96.84,97.27,44.30,36.65,96.30,99.15,103.23,101.65,17.61,20.73,9.41,8.56,7.15,5.89,3.93,5.62,0.48,0.80,0,0,97.68,97.85,97.34,97.00,99.49,100.28
290108024,1,3,0.68,0.29,0.68,0.24,97.95,97.59,9.12,11.03,96.88,93.71,93.68,101.41,18.41,21.68,12.79,14.94,5.41,7.29,4.15,6.32,0.29,0.74,1,1,92.31,97.03,91.39,98.64,107.18,98.94
400278224,1,1,0.19,0.69,0.12,0.79,93.75,102.62,12.78,16.55,88.88,105.58,98.69,96.08,20.75,20.27,16.09,17.91,7.47,8.00,4.75,7.36,0.66,1.03,1,1,96.00,95.90,97.26,96.44,96.39,106.41
400828476,1,1,0.65,0.42,0.53,0.55,97.50,97.68,41.00,44.74,95.85,101.16,99.45,101.05,21.38,19.13,12.20,12.16,8.82,7.92,4.33,3.63,0.68,0.74,0,0,97.06,101.08,97.08,101.14,100.43,96.58
290201028,0,-3,0.41,0.74,0.40,0.78,99.77,103.43,7.69,11.07,97.67,102.33,99.23,97.30,19.56,20.09,15.19,14.58,6.50,7.18,4.79,5.53,0.75,0.84,0,0,93.93,95.21,92.97,95.67,107.31,108.11
400829017,1,2,0.46,0.19,0.39,0.28,99.30,98.24,35.79,46.32,98.53,98.63,100.70,107.03,19.93,18.00,8.50,10.84,5.72,7.55,5.58,3.96,0.76,0.47,2,3,97.21,98.21,97.52,98.80,101.83,99.43
301222001,1,2,0.67,0.20,0.60,0.29,98.60,95.73,14.97,14.32,96.77,93.93,96.07,107.87,19.90,19.39,15.67,13.75,5.97,6.25,4.67,3.25,0.60,0.68,0,0,93.38,96.94,93.52,97.65,105.43,98.03
301229025,1,3,0.65,0.19,0.66,0.29,105.76,92.69,15.91,10.84,103.53,92.74,102.41,99.25,21.91,22.39,18.09,13.58,8.72,5.00,5.62,4.45,0.56,0.61,0,0,98.05,94.35,97.97,92.46,107.95,100.25
301222002,1,1,0.92,0.21,0.85,0.39,101.08,94.50,14.27,18.21,101.38,96.25,92.15,102.64,20.88,21.54,17.92,17.50,8.38,7.29,4.31,4.64,1.15,0.61,0,2,94.90,95.37,95.26,97.57,106.11,96.85
290403002,1,2,0.84,0.38,0.75,0.57,104.24,96.97,11.67,15.75,100.91,97.97,93.78,99.68,23.24,19.48,17.43,15.40,7.63,7.36,4.64,4.65,1.39,0.73,0,1,94.34,92.76,94.85,93.41,109.90,103.81
260128024,1,2,0.87,0.35,0.77,0.49,95.00,89.90,10.00,9.56,94.74,91.32,85.61,93.15,21.00,21.73,15.02,14.24,6.02,6.37,5.63,6.22,0.70,0.80,1,2,92.32,91.45,91.94,91.30,103.33,98.47
290403009,1,2,0.54,0.56,0.35,0.64,115.62,96.03,18.47,10.55,109.07,96.07,113.14,96.72,22.41,20.14,16.81,15.34,7.99,7.34,6.37,4.27,0.96,0.96,0,2,103.41,90.88,104.04,91.59,111.13,104.85
290403011,0,-1,0.61,0.61,0.43,0.65,105.42,95.64,12.93,9.42,104.01,96.80,103.28,93.44,23.32,18.73,14.95,13.35,6.93,5.84,5.24,4.14,1.12,0.39,0,0,100.42,91.98,101.29,93.29,104.08,102.52
290403013,1,2,0.86,0.49,0.79,0.64,108.67,96.84,12.21,8.99,107.12,98.61,98.83,97.68,20.40,19.00,18.99,13.55,8.72,6.76,5.25,4.21,0.93,0.68,7,1,98.38,94.59,99.29,94.13,109.45,102.88
290403019,1,3,0.78,0.66,0.74,0.81,101.65,97.92,11.51,11.48,102.05,100.01,91.97,93.89,20.28,20.13,14.26,17.56,7.05,7.37,5.34,5.40,0.88,0.87,0,1,95.62,92.33,95.41,92.29,106.54,106.10
290403021,1,3,0.66,0.14,0.55,0.22,111.71,99.35,16.99,12.64,109.05,100.95,105.95,110.19,20.80,23.53,16.37,16.26,7.08,7.09,5.07,4.11,1.31,0.78,0,1,99.26,99.04,98.59,98.65,113.31,100.71
290403025,0,-3,0.38,0.44,0.28,0.64,96.11,95.17,14.61,9.24,97.15,99.42,98.57,96.19,20.36,20.61,15.47,15.70,7.26,6.73,4.45,4.91,0.38,0.86,3,0,98.00,90.76,96.73,90.69,99.36,104.94
290403026,0,-1,0.84,0.27,0.61,0.28,104.97,97.35,12.52,10.05,103.41,98.08,94.97,102.30,22.36,21.71,18.95,14.48,8.73,6.24,4.65,4.01,0.61,0.64,2,0,97.66,96.42,96.30,95.37,109.00,102.08
290403029,1,1,0.35,0.46,0.27,0.60,94.62,97.31,11.82,15.25,93.57,101.17,98.97,99.56,21.73,19.33,16.51,15.13,7.47,7.28,4.57,5.32,0.62,0.69,0,0,94.03,95.18,93.76,94.55,100.92,102.92
290403030,0,-1,0.56,0.35,0.45,0.52,93.59,95.57,9.91,9.77,93.87,98.11,91.26,99.95,21.51,20.71,17.20,17.64,7.15,8.12,4.84,5.53,0.65,0.92,1,1,93.06,94.38,93.23,93.62,100.39,102.08
260322007,1,2,0.64,0.70,0.56,0.79,104.67,94.24,20.50,9.64,100.75,95.57,99.58,90.39,22.57,20.99,17.22,14.87,8.50,6.43,5.79,5.61,1.10,0.67,7,0,98.51,91.82,99.76,92.27,104.92,102.14
260322008,1,2,0.94,0.56,0.80,0.67,100.97,99.06,11.24,13.39,97.50,101.07,89.90,97.32,18.55,23.00,14.71,14.79,6.76,6.31,5.91,5.82,0.88,1.25,0,3,90.70,95.28,91.97,94.90,109.79,104.38
400579379,1,2,0.46,0.67,0.42,0.76,94.83,101.97,9.38,13.19,94.73,102.44,96.71,98.31,18.52,17.76,13.00,15.96,5.96,9.03,5.58,4.74,0.68,0.43,1,0,97.03,96.52,97.57,97.47,97.19,104.62
260322011,1,2,0.62,0.41,0.51,0.43,96.03,96.26,8.18,9.16,93.54,96.91,88.97,99.56,22.77,24.87,13.74,15.45,7.35,6.06,4.72,4.06,0.98,1.27,1,1,93.44,97.15,92.81,97.06,103.47,99.18
